APURCH,unique,age,gendf,gendm,pcode,atmcrd,paydep,DUMNOCHQ,BALCHQ,DUMNOSAV,BALSAV,TOTDEP,DUMNOLOAN,BALLOAN,DUMNOLOC,BALLOC,DUMNOMRGG,BALMRGG,NEWLOC,NEWMRGG,TXBRAN,TXATM,TXPOS,TXCHQ,TXWEB,TXTEL,TOTSERV,CHNMSERV,CHNMPRD,valsegm,NINDINC1,numrr1,avginc1,avginv1
Y,10785,54,1,0,V5N4R8,1,0,0,210.3875,0,3.63,2769.34,1,0,0,8.654166667,1,0,0,0,1.75,2,0.333333333,0,0,0,4.6,1,1,E,720,290,25719.44444,3035.135135
N,10789,63,0,1,V2P4B6,1,0,0,398.3075,1,0,500.995,1,0,0,3990.42,0,48621.02833,0,0,6.583333333,6,4.416666667,2.083333333,0,0,3.2,1,0,C,640,170,23460.9375,1747.619048
N,10794,48,0,1,V2P6M6,0,0,0,0,0,0,101.9325,1,0,0,19537.09667,0,119480.0142,0,0,1.416666667,0,0,0.583333333,0,0,5,0,0,C,670,250,26705.97015,2793.103448
Y,10798,54,0,1,V2R5N9,1,0,0,0,0,240.36,11925.91667,0,1514.186,0,18666.92917,0,171270.8617,0,0,6.166666667,0,0,1.416666667,0,0,5.7,-2,-8,A,2700,890,29513.33333,2806.060606
N,10818,31,1,0,V3Y1N5,1,1,0,2496.785,0,0,2589.825,1,0,0,0,1,0,0,0,0.083333333,2.75,5.083333333,0.5,1.666666667,0,4,0,0,D,7610,3030,32986.72799,2277.022654
Y,10819,35,0,1,V6E1E3,1,1,0,447.8608333,0,1365.935,1871.910833,1,0,1,0,1,0,0,0,0,6.5,0.416666667,1.083333333,17.5,0,3,0,0,D,340,130,31788.23529,4400
N,10821,38,0,1,V3R0M7,0,0,0,17.2425,1,0,40.12833333,0,14692.305,1,0,1,0,0,0,0.166666667,0,0,0,0,0,3,0,-1,C,970,400,28721.64949,2559.183674
Y,10827,49,0,1,V7T2B1,1,0,0,1063.898333,1,0,1222.790833,0,2690.235,0,59963.4275,0,397298.7283,0,0,3.583333333,3.083333333,18.16666667,7,3.833333333,0,5,0,-1,A,430,200,48637.2093,6618.75
N,10838,39,0,1,V6P3V4,1,0,0,965.4016667,0,565.7916667,1591.320833,1,0,1,0,1,0,0,0,0,1,0.416666667,0,0,0,3,0,0,D,690,200,26207.24638,1793.333333
N,10839,30,1,0,V3V7L9,1,0,0,71.225,1,0,1249.84,1,0,1,0,1,0,0,0,0.333333333,1,1.916666667,0.333333333,0,0.083333333,2.7,-1,-1,D,760,260,25890.78947,1532.142857
Y,10841,42,1,0,V7L2N3,1,1,0,24172.82,1,0,25525.2575,1,0,0,0,0,131515.6217,0,0,0.166666667,0.583333333,0,1.166666667,1.666666667,0,4.1,-1,-1,C,760,340,29742.10526,4091.666667
Y,10844,55,1,0,V6K1E7,1,1,0,2158.359167,1,0,11125.89583,1,0,1,0,1,0,0,0,0.75,7.75,36.66666667,6.75,2.916666667,0,3,0,-1,D,430,230,39495.34884,5161.111111
Y,10848,45,0,1,V5K1Z1,1,1,0,7603.424167,1,0,8914.126667,1,0,1,0,1,0,0,0,0.666666667,5,0.083333333,1.916666667,0,0,2.3,1,1,D,740,340,27835.13514,3493.023256
Y,10862,41,0,1,V7C5R9,1,1,0,0,1,0,202.52,0,12194.5725,0,12973.97167,0,124194.1783,0,0,0.5,6,0.083333333,1.666666667,4.916666667,0,5,0,0,B,760,400,33269.73684,2442.222222
Y,10867,32,1,0,V3J2G5,1,0,0,0,0,155.385,8896.268333,1,0,0,9928.145,1,0,0,0,0.75,0.666666667,1.583333333,0,0,0,4.9,-1,-7,D,730,300,30658.90411,3582.352941
N,10878,54,1,0,V4W3E8,1,1,0,971.4408333,1,0,1051.440833,1,0,0,1550.154167,1,0,0,0,0.166666667,10.16666667,76.83333333,6.416666667,4.25,0,3,0,-1,D,9240,3120,28612.44589,3402.702703
Y,10883,25,0,1,V2S1H6,0,0,1,0,0,392.0858333,6826.288333,1,0,1,0,1,0,0,0,0.166666667,0,0,0,0,0,3,0,0,D,520,240,35411.53846,5433.333333
N,10884,55,1,0,V7V2K1,0,0,0,0.5,1,0,627.62,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,E,270,110,181103.7037,18815.38462
N,10892,68,0,1,V5J4G3,1,0,0,655.0125,1,0,780.435,1,0,0,1307.87,1,0,0,0,0.416666667,5.75,16.66666667,2.5,7.833333333,0,3,0,0,D,630,240,26457.14286,4302.380952
Y,10904,37,0,1,V5N1E1,1,0,0,36.49583333,0,288.3191667,433.2241667,1,0,0,1018.605,0,133526.1133,0,0,0.75,2.166666667,0.083333333,0,0,0,5,0,1,D,940,360,26831.91489,2815.384615
N,10912,59,1,0,V7G2E8,1,0,0,236.7475,1,0,236.7475,1,0,1,0,1,0,0,0,0.166666667,3.75,0.083333333,0,0,0,1,0,0,E,680,310,39130.88235,3717.647059
N,10921,45,1,0,V5R4X9,1,0,1,0,0,288.2525,377.3275,1,0,1,0,1,0,0,0,0.333333333,0.25,0.916666667,0,0,0,2,0,0,E,1140,520,28039.47368,2771.428571
N,10922,62,0,1,V5V2Y9,0,0,0,10899.94083,0,42430.36917,139500.4825,1,0,1,0,1,0,0,0,6.5,0,0,5.166666667,0,0,4,0,-2,B,950,360,23850.52632,2426
Y,10923,47,0,1,V5C1Y9,1,1,0,1167.385833,0,2604.39,3845.540833,1,0,0,673.065,1,0,1,0,0.333333333,5.333333333,1.083333333,2.666666667,9.833333333,0,3.4,1,2,D,910,380,31895.6044,3507.407407
Y,10935,61,1,0,V5K3A8,1,0,0,10606.24833,1,0,16302.30417,1,0,1,0,0,219925.7975,0,0,7.25,0.166666667,0,0.666666667,0,0,3.6,1,1,B,880,410,24389.77273,2776.5625
N,10936,36,1,0,V5K2M5,1,0,1,0,0,999.3591667,1058.229167,1,0,1,0,1,0,0,0,0.083333333,1.666666667,2.25,0,0,0,2,0,0,D,1040,440,24507.69231,2857.352941
Y,10937,50,1,0,V5M2B7,0,0,0,637.6608333,0,246.5583333,3034.884167,1,0,1,0,1,0,0,0,0.916666667,0,0,0,0,0,4,0,0,D,1000,390,22918,2667.79661
Y,10938,54,0,1,V5M2B7,0,0,0,1685.289167,0,67.64,2599.466667,1,0,1,0,0,1586.969,0,0,3.166666667,0,0,0,0,0,4.8,-1,-2,D,1000,390,22918,2667.79661
N,10945,66,0,1,V5J1L1,0,0,0,0,0,118.2616667,176.3691667,1,0,1,0,1,0,0,0,0.083333333,0,0,0,0,0,3,0,0,E,570,290,34066.66667,3664.102564
Y,10947,46,0,1,V4A8Y5,1,0,0,1831.568333,0,2843.02,37654.84333,1,0,0,247.7908333,0,363656.605,0,0,6.75,0,0,0.583333333,0,0,6,0,1,B,610,240,50267.21312,9154.901961
N,10953,50,0,1,V7E1J7,0,0,0,285.07,0,12.11,1286.79,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,E,750,330,30060,3348.979592
N,10955,60,0,1,V6L1R1,1,0,0,5321.991667,0,2602.921667,25662.33083,1,0,1,0,1,0,0,0,3.5,0.166666667,0.083333333,0.333333333,5.5,0,4,0,0,D,510,200,32350.98039,6719.607843
Y,10958,30,0,1,V6P4W2,1,1,0,10309.19167,1,0,10379.34417,1,0,0,0,0,226969.2175,0,0,0.25,7.25,6,3.916666667,5.583333333,0,4,0,1,C,560,370,28301.78571,2744.827586
Y,10960,56,1,0,V7M1V7,0,0,1,0,0,218.8933333,295.2158333,1,0,1,0,1,0,0,0,0.416666667,0,0,0,0,0,2,0,0,D,770,220,46598.7013,7631.111111
Y,10965,62,0,1,V7V3W3,1,0,0,8651.361667,1,0,358386.0133,1,0,1,0,1,0,0,0,3.583333333,5.25,1.083333333,12.33333333,0,0.083333333,3,0,0,B,400,180,57300,7691.428571
N,10966,60,1,0,V5C1P3,1,0,0,831.2266667,1,0,8906.285,1,0,1,0,1,0,0,0,4.25,2.583333333,10.83333333,1.583333333,0,0,3,0,0,D,640,300,39315.625,4418.181818
Y,10977,58,1,0,V8T5L4,0,0,1,0,0,167.5291667,10265.06917,1,0,1,0,1,0,0,0,0.083333333,0,0,0,0,0,3,0,0,E,1010,360,29963.36634,8378.431373
N,10978,52,1,0,V5C2M2,1,1,0,584.1916667,1,0,654.6241667,1,0,1,0,1,0,0,0,0.833333333,0.833333333,1.75,0,0,0,2,0,0,D,510,220,25952.94118,3345.714286
Y,10981,59,0,1,V7A4A5,1,0,0,0,0,0,143.4216667,1,0,0,19066.44333,0,233114.5517,0,0,16.33333333,0.583333333,0,1.583333333,0,0,5,0,0,A,330,160,31309.09091,1364.705882
N,10994,45,0,1,V4C1Y4,1,1,0,2.33,1,0,60.3675,1,0,0,2093.2975,1,0,0,0,1.666666667,2.75,49.58333333,2.833333333,5.583333333,0,3,0,0,D,780,310,30943.58974,1463.636364
Y,11004,50,0,1,V5H4N1,1,0,0,1066.700833,0,0,1122.498333,1,0,0,23373.37,0,140424.644,0,1,1.5,0.75,0.25,0.25,0.333333333,0,5,0,-1,A,910,360,27706.59341,5554.444444
N,11007,50,1,0,V4E1G6,0,0,0,64.89,0,1,170.395,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,E,590,270,42445.76271,3735.135135
Y,11016,19,1,0,V5L3L7,1,1,0,192.6166667,0,1826.325,2030.501667,1,0,1,0,1,0,0,0,1.25,5.083333333,45.91666667,0,1,0,3,0,0,D,730,320,29589.0411,2903.703704
Y,11025,26,1,0,V5R4X5,1,1,0,6002.49,0,8358.478333,19934.40833,1,0,1,0,1,0,0,0,1.25,2,0.833333333,3.666666667,3.583333333,0,4,0,4,D,1140,520,28039.47368,2771.428571
Y,11036,34,1,0,V3B1H4,1,0,0,550.6225,0,149.71,842.07,1,0,0,98.24,1,0,0,0,0.083333333,4.166666667,28.66666667,0.083333333,9.25,0,4,0,0,D,250,90,28480,2108.333333
N,11037,48,0,1,V3J6J2,1,1,0,440.6783333,0,0,891.1783333,1,0,0,937.0975,1,0,0,0,3.666666667,0.416666667,0.333333333,1.75,0,0,4,0,0,D,420,180,30809.52381,3573.076923
N,11040,60,1,0,V6Z2Y8,0,0,1,0,0,3932.875,101690.6492,1,0,1,0,1,0,0,0,0.166666667,0,0,0,0,0,3,0,-1,E,150,70,45446.66667,6958.333333
Y,11053,54,0,1,V3C6B4,0,0,0,0,1,0,33.9875,1,0,0,28733.10583,0,190852.6267,0,0,6.916666667,0,0,18.16666667,0,0,4,0,1,A,570,240,34398.24561,2488.888889
Y,11059,63,0,1,V4A3P7,0,0,0,0,1,0,160.0475,1,0,0,1494.930833,1,0,0,0,1,0,0,0,0,0,3,0,0,D,480,200,41414.58333,3791.666667
Y,11068,24,1,0,V3X2S3,1,0,0,52.0425,0,67.135,181.815,1,0,1,0,1,0,0,0,0.75,5.833333333,18.58333333,0.666666667,1.166666667,0,3,0,-1,D,830,430,41498.79518,4023.4375
Y,11070,66,0,1,V7R2R9,1,0,0,193.2541667,0,0,306.0616667,1,0,0,655.7591667,1,0,0,0,1.416666667,1.416666667,0.25,0.833333333,0,0,4,0,0,D,410,180,44907.31707,6022.580645
Y,11073,63,0,1,V5H3L1,0,1,0,22710.94833,0,0.17,76766.25167,1,0,1,0,1,0,0,0,10.08333333,0,0,4.583333333,0,0,4,0,1,C,410,140,27712.19512,3334.615385
Y,11075,54,0,1,V7E5J7,1,1,0,9960.3,0,4.52,10055.275,1,0,0,546.4208333,1,0,0,0,0.416666667,3.333333333,0,5.083333333,0,0,4,0,0,D,580,300,35922.41379,3106.976744
N,11076,48,1,0,V4R1L6,1,1,0,28222.51083,1,0,28281.65083,1,0,0,0,1,0,0,0,5.75,0.416666667,59.16666667,5.5,0,0,3,0,0,C,920,360,33638.04348,2521.875
N,11082,25,1,0,V5Y2A6,1,0,0,515.1108333,0,0,531.5408333,1,0,1,0,1,0,0,0,1.25,2.666666667,1.916666667,1.416666667,0,0,3,0,-1,E,670,320,40631.34328,4797.297297
N,11094,37,1,0,V8K1N8,1,0,0,613.0966667,0,0,685.4316667,1,0,0,3151.365833,1,0,0,0,5.166666667,7.5,11.66666667,3.666666667,0,0,4,0,1,D,4410,1480,24328.57143,6904.587156
N,11095,53,0,1,V5Y2B1,1,0,0,2497.775833,0,0,2570.275833,1,0,0,4157.55,0,138545.1467,0,1,2.333333333,10,11.75,7.833333333,0,0,4.9,1,-2,D,670,320,40631.34328,4797.297297
N,11100,33,0,1,V4C6P5,1,0,0,3150.265833,0,0,3872.219167,1,0,1,0,1,0,0,0,5.166666667,6.083333333,8,2,0,0.333333333,3.6,-1,0,D,690,170,23611.5942,6033.333333
N,11107,55,0,1,V6V1A1,0,0,0,276.105,0,0,898.43,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,D,5620,2380,30891.1032,3029.245283
N,11111,60,0,1,V3B6P4,0,0,0,3188.688333,0,0,26383.61417,1,0,1,0,1,0,0,0,6.416666667,0,0,0.333333333,0,0,4,0,0,D,890,410,35111.23596,2330.769231
Y,11127,41,0,1,V5S3G6,0,0,0,1341.83,0,0,1488.3175,1,0,1,0,1,0,0,0,8.166666667,0,0,4.166666667,0,0,3,0,0,D,840,400,28253.57143,3881.333333
N,11136,43,0,1,V5P1J2,1,1,0,10016.27417,0,0.77,25647.06,1,0,0,0,1,0,0,0,0.333333333,5.083333333,18.5,5.25,7.25,0,5,0,0,D,790,350,23693.67089,2887.719298
Y,11149,46,0,1,V5C1R7,1,1,0,3134.5325,0,0,3248,1,0,0,524.2175,1,0,0,0,4.75,12.5,41.16666667,3.5,0,0,4,0,0,D,640,300,39315.625,4418.181818
N,11157,62,0,1,V3W3L6,1,0,0,6371.301667,0,1791.430833,42005.205,1,0,1,0,0,202243.2,0,0,1.583333333,0,0,0,0,0,5,0,0,A,810,310,26458.02469,3459.52381
N,11159,50,0,1,V5R2J5,0,0,0,633.0741667,0,18.17,1432.756667,1,0,0,0,0,63841.93417,0,0,1.666666667,0,0,0,0,0,5,0,0,C,900,340,25341.11111,1677.777778
Y,11171,51,0,1,V6K4K7,1,1,0,1878.941667,1,0,2019.554167,1,0,1,0,1,0,0,0,0.75,0.583333333,0,0.833333333,0,0,2,0,0,D,700,340,38121.42857,3953.571429
N,11183,34,0,1,V7M1V5,1,0,0,12885.09083,1,0,14953.28083,1,0,1,0,1,0,0,0,0.25,9.916666667,6.666666667,0,0,0.083333333,2.1,-1,-1,D,770,220,46598.7013,7631.111111
N,11193,19,1,0,V4C5W9,1,0,1,0,0,115.4025,120.7325,1,0,1,0,1,0,0,0,3.666666667,0.333333333,5.416666667,0,0,0,2,0,0,E,630,250,31920.63492,2350
Y,11202,58,0,1,V5A3Y6,0,0,0,5227.628333,1,0,9627.591667,1,0,1,0,1,0,0,0,2,0,0,1.083333333,0,0,2.4,1,1,D,690,360,39759.42029,5956.923077
Y,11214,50,1,0,V3B2Y7,1,0,0,536.5291667,0,805.1283333,1392.43,1,0,0,4232.705833,1,0,0,0,5.416666667,0.333333333,3.916666667,2.333333333,0,0,4,0,0,D,660,260,31110.60606,1626.086957
N,11217,44,1,0,V7A4B9,1,1,0,1669.895833,0,1893.16,4364.3725,1,0,1,0,1,0,0,0,2.583333333,0,0,0,0,0,3.2,1,1,D,330,160,31309.09091,1364.705882
Y,11218,48,0,1,V5R3N4,1,1,0,6106.619167,0,302.0391667,40766.49083,1,0,1,0,0,11981.4375,0,0,3.25,0,0,1.916666667,0,0,5,0,1,D,900,420,23896.66667,2587.142857
Y,11221,36,1,0,V3B6X2,1,1,0,1401.861667,0,1349.610833,2802.1625,1,0,0,3160.775833,1,0,0,0,1.916666667,4,7,2.916666667,17.16666667,0,4,0,4,D,630,230,27263.49206,1745
Y,11231,50,0,1,V6X1L9,1,0,0,240.0758333,0,650.715,1019.479167,0,523.625,0,73.585,1,0,0,0,2.5,8.666666667,15.83333333,0.25,1.75,0,4,0,1,D,1050,440,25471.42857,2905.970149
N,11232,36,1,0,V5N5J2,0,1,0,5571.725,1,0,9571.7625,1,0,1,0,1,0,0,0,3.166666667,0,0,0.75,0,0,2.2,2,2,D,800,280,21352.5,2637.209302
Y,11238,39,0,1,V5R5H4,1,0,0,4774.548333,0,0,4955.278333,1,0,0,1895.560833,1,0,0,0,16.41666667,6.166666667,6.583333333,7.916666667,0,0,4,0,0,D,470,220,23910.6383,2670.588235
N,11243,25,0,1,V4B2N2,1,1,0,156.5775,0,270.9975,495.555,0,1099.55,0,151.9158333,1,0,0,0,1.583333333,8.583333333,32,0.333333333,2,0,4.5,-1,-1,D,580,260,42306.89655,5126.666667
Y,11249,40,1,0,V2Z2G5,1,1,0,1171.4325,0,2671.954167,3929.741667,1,0,1,0,0,54955.63333,0,0,6.916666667,0.25,0.583333333,3.666666667,1.5,0,4,0,0,B,7650,2650,32769.15033,5222.371365
N,11257,58,0,1,V3M5M6,1,1,0,47888.605,1,0,48131.525,1,0,0,0,1,0,0,0,2.083333333,0.416666667,0,0,0,0,3,0,0,C,550,100,23001.81818,2116.666667
N,11258,26,0,1,V5J3V6,1,0,0,588.6616667,1,0,633.7491667,1,0,1,0,1,0,0,0,0.083333333,0,0,0,0,0,2,0,0,D,700,220,23095.71429,3240
Y,11262,48,0,1,V3A1A1,1,0,0,1523.49,0,300.0275,1631.166667,0,11072.87583,1,0,1,0,0,0,0.083333333,4.583333333,25.5,0,3.333333333,0,3.4,1,2,C,560,220,36033.92857,2134.615385
Y,11266,55,0,1,V6H3P8,0,0,0,8224.949167,1,0,9139.88,1,0,0,0,1,0,0,0,2.083333333,0,0,1.833333333,0,0,3.1,1,1,D,770,410,39877.92208,5752.272727
Y,11274,36,1,0,V5G2S4,1,1,0,0,0,383.9175,442.03,1,0,0,3229.17,1,0,0,0,5.666666667,2.75,6.5,1.5,0,0,4,0,0,D,730,310,29031.50685,2888.888889
Y,11276,24,0,1,V5H3W4,1,0,1,0,0,36.19166667,45.73416667,0,18649.33833,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,C,750,320,28534.66667,3555.172414
N,11277,41,1,0,V3J1A8,1,0,1,0,0,151.0083333,216.7016667,1,0,1,0,1,0,0,0,0.166666667,0.833333333,2.416666667,0,0,0,2,0,0,E,760,350,32076.31579,2112.121212
N,11279,57,1,0,V3H4S7,1,0,0,0,0,331.765,449.4025,1,0,1,0,1,0,0,0,0,0.583333333,1,0,0,0,3,0,0,D,650,290,36104.61539,1460.869565
N,11289,46,1,0,V5K1T5,1,0,0,1658.519167,1,0,2105.919167,1,0,1,0,0,13853.19333,0,0,1.333333333,7.666666667,0,1.166666667,0,0,3,0,0,D,790,330,24101.26582,3365.306122
N,11296,53,0,1,V4C5L4,1,1,0,1150.725,0,0,1240.2475,1,0,0,7516.95,0,144143.3625,0,0,2.583333333,8.166666667,7.666666667,4,0,0,5,0,0,B,630,250,31920.63492,2350
N,11297,37,0,1,V3B4R4,1,0,0,303.1975,1,0,369.115,1,0,0,33.33083333,1,0,0,0,4,6.833333333,10.16666667,2.25,0,0,3,0,0,D,650,240,29027.69231,2375
Y,11310,27,1,0,V3W0N9,1,1,0,713.2341667,0,10.49,792.4341667,0,1438.67,0,447.7808333,1,0,0,0,0.25,8.333333333,46.41666667,1,3.083333333,0,4.6,-1,-1,D,1380,520,30894.2029,2150.793651
N,11314,63,0,1,V7L4L4,1,1,0,1265.119167,1,0,1325.416667,1,0,1,0,1,0,0,0,1.583333333,4,23.58333333,1.5,0.583333333,0,2,0,0,E,1050,410,35437.14286,2758.823529
Y,11315,38,0,1,V5N1Y8,1,0,0,0,0,0,462.315,1,0,0,30616.00917,0,374158.4033,0,0,2.5,6.333333333,5.75,2.916666667,5.416666667,0,5,0,0,A,940,310,22427.65957,1968.965517
Y,11317,52,0,1,V4K3Z3,1,1,0,2876.480833,1,0,3002.795833,1,0,1,0,0,242223.5017,0,0,4.25,6.333333333,0,31.16666667,0,0,3,0,0,A,800,350,31883.75,1915.625
Y,11325,53,0,1,V3S3P3,1,0,0,153.8183333,1,0,211.9158333,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,E,1020,360,28816.66667,2677.083333
Y,11336,60,0,1,V5R4B7,1,0,0,0,0,2901.734167,4097.53,1,0,0,7.4725,0,190104.079,1,1,5.25,0,2.333333333,0,0,0,4.2,3,4,D,830,340,23291.56627,2839.655172
Y,11339,37,0,1,V5N3Z7,1,0,0,8577.265,0,891.0691667,10206.02417,1,0,1,0,0,187679.9508,0,0,3.333333333,0,0,2.916666667,0,0,4,0,0,C,1000,420,23361,2650
N,11345,38,0,1,V5T4B8,0,0,0,2014.575,1,0,2226.9375,1,0,0,9439.801667,0,187176.1125,0,0,2.166666667,0,0,0,0,0,4,0,0,A,620,210,22298.3871,2640.909091
Y,11349,43,0,1,V3A1R1,1,0,0,424.3741667,0,51.30083333,12707.06833,1,0,0,434.3483333,0,161635.6308,0,0,2.583333333,9.083333333,34.08333333,0.583333333,0,0,6,0,-2,C,660,270,32850,2408
N,11368,39,1,0,V7R2C8,0,0,0,395.9341667,1,0,646.1716667,1,0,1,0,0,86651.67917,0,0,0,0,0,0,0,0,3,0,0,C,620,250,43383.87097,5463.043478
N,11374,47,0,1,V2X0H9,1,1,0,169.3175,0,0.001666667,219.3191667,0,12885.3175,0,215.5783333,0,111178.7242,0,0,1.666666667,2.583333333,62.75,1.25,3,0,6,0,0,A,1000,230,32253,1690
Y,11375,45,0,1,V3J6M8,1,0,0,24551.2675,1,0,26288.66417,1,0,1,0,1,0,0,0,1.833333333,1.083333333,5.75,0.333333333,1.583333333,0,2.1,1,3,D,550,270,34569.09091,3297.368421
Y,11376,35,0,1,V5N3W3,1,1,0,2245.723333,0,3149.979167,22056.13917,0,11062.12417,0,279.2341667,0,298896.182,0,1,10.16666667,3.416666667,23.08333333,1.583333333,0,0,7,0,-13,D,1000,410,24348,2096.875
N,11378,21,0,1,V5J1P5,1,0,1,0,0,50.20416667,56.22416667,1,0,1,0,1,0,0,0,0,1,0.5,0,0,0,2,0,0,E,690,260,27739.13044,3564.705882
Y,11396,46,1,0,V8R1A2,1,1,0,1485.9925,0,808.015,2468.156667,0,2440.616667,0,753.4958333,1,0,0,0,3.916666667,0,0.083333333,2.666666667,0.833333333,0,5,0,1,D,630,230,26741.26984,3760.526316
Y,11400,38,0,1,V6K2C1,1,1,0,1231.185,0,97.8725,2225.705,1,0,0,21728.67333,0,80356.13429,0,0,0.416666667,4.083333333,0.25,2.333333333,4.833333333,0,4.5,-1,-1,A,680,360,40660.29412,5648.717949
Y,11402,42,0,1,V7P2B7,1,0,0,0,0,60.71833333,927.9383333,0,7871.595833,0,35748.15,0,202758.58,0,0,3.25,2.25,16.66666667,6.333333333,1.333333333,0,6,0,0,A,610,310,44457.37705,4302.702703
Y,11407,39,0,1,V7S3G7,1,0,0,566.4366667,0,2647.08,3394.226667,0,29129.085,0,254919.9667,0,504001.6125,0,0,4.333333333,0,0,4.166666667,11.66666667,0,6,0,3,A,390,210,47723.07692,12273.80952
N,11409,66,1,0,V2P6Y6,0,0,0,3046.3375,0,87.51,9581.1,1,0,1,0,1,0,0,0,2.916666667,0,0,1.333333333,0,0,4,0,2,D,570,160,23363.1579,2140
Y,11415,60,0,1,V3T3Z6,0,1,0,4123.1975,0,3940.856667,12458.52,1,0,0,0,0,21767.6675,0,0,1.25,0,0,1.833333333,0,0,5.3,0,0,D,740,220,24133.78378,1278.26087
N,11417,45,1,0,V6R2X7,1,1,0,49554.20667,1,0,118077.2658,1,0,1,0,0,188810.2514,0,1,2.166666667,6.333333333,45.91666667,14.25,0,0,3.7,1,0,A,550,250,54958.18182,6579.545455
Y,11419,34,0,1,V3J5S5,1,0,0,705.8783333,0,1238.813333,2001.12,0,16040.69,0,14924.2525,0,90870.9425,0,0,1.583333333,4,14.91666667,0.416666667,6.75,0,5.2,1,0,A,560,250,34466.07143,3320
Y,11420,34,1,0,V3J5S5,1,1,0,0,0,271.4975,348.9766667,1,0,0,3817.735833,0,120562.5025,0,0,0.5,2.916666667,14.41666667,2.5,1.833333333,0,5,0,0,B,560,250,34466.07143,3320
N,11440,40,1,0,V5M4S4,1,0,0,322.3925,1,0,380.775,1,0,0,118.9116667,1,0,0,0,4.5,3.583333333,2.333333333,3.083333333,2.083333333,0,3,0,0,D,960,430,23012.5,2380
N,11455,30,0,1,V3W0E7,1,0,0,56.7725,1,0,186.68,0,2412.721667,1,0,1,0,0,0,0.083333333,1.833333333,0.583333333,0,0,0,3,0,0,D,1370,440,22462.77372,1703.508772
Y,11459,38,1,0,V7R1Z8,1,0,0,1391.62,1,0,1572.093333,1,0,1,0,1,0,0,0,4.833333333,7.25,41.66666667,12.91666667,7.333333333,0.083333333,2,0,1,D,410,250,38909.7561,4896.296296
N,11462,47,0,1,V3T1P2,1,1,0,0,1,0,137.3675,0,2341.995833,0,2457.5775,0,110261.8433,0,0,0.416666667,10,29.25,10.41666667,1.583333333,0,5,0,-1,C,710,240,24218.30986,3388.372093
Y,11464,59,1,0,V3E2Y9,1,0,0,5999.475,1,0,38371.3975,1,0,1,0,1,0,0,0,0.583333333,7.5,13.91666667,4.083333333,0,0,3,0,0,D,13940,6000,35419.65567,3462.994012
Y,11472,30,0,1,V6E1P1,1,1,0,260.5208333,0,344.9725,679.7883333,1,0,0,1780.6325,1,0,0,0,0.333333333,14.25,34.66666667,3,0.416666667,0,4,0,0,D,530,230,32283.01887,1800
Y,11477,30,1,0,V5P2Z5,1,1,0,3972.098333,0,286.0075,4381.283333,1,0,1,0,1,0,0,0,1,4.583333333,1.75,2.416666667,5.25,0,3,0,0,D,860,370,23072.09302,2810.344828
Y,11483,60,0,1,V3W0T6,1,1,0,1706.07,0,0,2626.203333,1,0,0,19.70333333,1,0,0,0,0.833333333,5.5,14.58333333,0.333333333,3.916666667,0,4.2,0,0,D,900,250,21795.55556,1400
N,11496,50,1,0,V3R1K8,1,1,0,1024.71,0,541.4716667,1643.239167,1,0,1,0,1,0,0,0,12.91666667,9.5,31.08333333,3.666666667,0,0.166666667,3,0,1,D,970,400,28721.64949,2559.183674
Y,11497,48,0,1,V3C6B5,1,1,0,901.5625,0,0,969.87,1,0,0,28075.67167,0,226750.2042,0,0,1.416666667,6.083333333,10,2.416666667,3.583333333,0,5,0,1,A,1490,720,38211.4094,2105.882353
Y,11508,42,0,1,V3M2Z4,1,0,0,1528.780833,0,2685.3775,4335.858333,1,0,0,571.1616667,0,91862.58667,0,0,1,5.166666667,12.41666667,2.833333333,7.333333333,0,5,0,2,C,830,310,32132.53012,2865.789474
Y,11512,39,0,1,V6G1W6,1,0,0,1944.931667,0,3395.658333,27745.76167,1,0,1,0,1,0,0,0,0.833333333,8,16.41666667,2.416666667,13.5,0,3.4,1,-4,D,440,160,30829.54546,3364.285714
N,11513,33,1,0,V3V6L9,0,0,0,835.4708333,0,1464.200833,2313.234167,1,0,0,0,1,0,0,0,2.75,0,0,0.5,0.25,0,4,0,0,D,940,260,20480.85106,1770
Y,11515,38,1,0,V6V2S4,1,1,0,7287.855,1,0,46379.96417,1,0,1,0,0,96482.0875,0,0,2.583333333,1.583333333,0,0.25,2.666666667,0,4,0,0,C,880,390,26067.04546,3330.15873
Y,11517,63,0,1,V4A4H1,1,1,0,1241.46,0,65.4,1362.6875,1,0,1,0,1,0,0,0,0.583333333,2.166666667,33.16666667,6.083333333,4.5,0,3,0,0,D,620,280,42795.16129,6919.117647
Y,11521,34,0,1,V3V5M3,1,1,0,714.3383333,0,121.0533333,1006.379167,0,12751.77667,0,4696.545833,0,151844.5158,0,0,21,22.91666667,1.833333333,6,0,1.166666667,6,0,1,A,590,180,28581.35593,1445
